tweet_id,favorites,retweets,created_at
815390420867969024,10879,4091,2017-01-01 02:53:20+00:00
814986499976527872,8040,1382,2016-12-31 00:08:17+00:00
814638523311648768,11842,2914,2016-12-30 01:05:33+00:00
814578408554463233,0,6235,2016-12-29 21:06:41+00:00
814530161257443328,9080,1993,2016-12-29 17:54:58+00:00
814153002265309185,30275,9322,2016-12-28 16:56:16+00:00
813944609378369540,0,3431,2016-12-28 03:08:11+00:00
813910438903693312,9780,2010,2016-12-28 00:52:25+00:00
813812741911748608,38284,15042,2016-12-27 18:24:12+00:00
813800681631023104,8778,1889,2016-12-27 17:36:16+00:00
813217897535406080,19629,7875,2016-12-26 03:00:30+00:00
813202720496779264,9674,1942,2016-12-26 02:00:11+00:00
813187593374461952,20888,4693,2016-12-26 01:00:05+00:00
813172488309972993,9798,2060,2016-12-26 00:00:03+00:00
813157409116065792,8167,2388,2016-12-25 23:00:08+00:00
813142292504645637,8878,2538,2016-12-25 22:00:04+00:00
813130366689148928,4702,481,2016-12-25 21:12:41+00:00
813127251579564032,12465,3372,2016-12-25 21:00:18+00:00
813112105746448384,10856,2966,2016-12-25 20:00:07+00:00
813096984823349248,11078,3871,2016-12-25 19:00:02+00:00
813081950185472002,10388,2978,2016-12-25 18:00:17+00:00
813066809284972545,8377,2095,2016-12-25 17:00:08+00:00
813051746834595840,22055,7890,2016-12-25 16:00:16+00:00
812781120811126785,7983,2059,2016-12-24 22:04:54+00:00
812709060537683968,6965,1535,2016-12-24 17:18:34+00:00
812503143955202048,6403,1315,2016-12-24 03:40:19+00:00
812466873996607488,8400,2079,2016-12-24 01:16:12+00:00
812372279581671427,14407,3954,2016-12-23 19:00:19+00:00
811985624773361665,7641,1514,2016-12-22 17:23:53+00:00
811744202451197953,7945,1721,2016-12-22 01:24:33+00:00
811647686436880384,5882,799,2016-12-21 19:01:02+00:00
811627233043480576,13451,3349,2016-12-21 17:39:46+00:00
811386762094317568,22019,6869,2016-12-21 01:44:13+00:00
810984652412424192,5618,1548,2016-12-19 23:06:23+00:00
810896069567610880,9531,1919,2016-12-19 17:14:23+00:00
810657578271330305,11557,2851,2016-12-19 01:26:42+00:00
810284430598270976,37242,12270,2016-12-18 00:43:57+00:00
810254108431155201,15466,3603,2016-12-17 22:43:27+00:00
809920764300447744,16305,4208,2016-12-17 00:38:52+00:00
809808892968534016,0,5273,2016-12-16 17:14:20+00:00
809448704142938112,7318,1576,2016-12-15 17:23:04+00:00
809220051211603969,21002,6041,2016-12-15 02:14:29+00:00
809084759137812480,13935,3794,2016-12-14 17:16:53+00:00
808838249661788160,10658,3282,2016-12-14 00:57:20+00:00
808733504066486276,8338,2330,2016-12-13 18:01:07+00:00
808501579447930884,11893,2792,2016-12-13 02:39:32+00:00
808344865868283904,44835,22405,2016-12-12 16:16:49+00:00
808134635716833280,0,6395,2016-12-12 02:21:26+00:00
808106460588765185,9237,2371,2016-12-12 00:29:28+00:00
808001312164028416,13249,3822,2016-12-11 17:31:39+00:00
807621403335917568,15345,3954,2016-12-10 16:22:02+00:00
807106840509214720,125085,59985,2016-12-09 06:17:20+00:00
807059379405148160,0,7883,2016-12-09 03:08:45+00:00
807010152071229440,13755,4134,2016-12-08 23:53:08+00:00
806629075125202948,79090,37509,2016-12-07 22:38:52+00:00
806620845233815552,0,5962,2016-12-07 22:06:10+00:00
806576416489959424,5126,2080,2016-12-07 19:09:37+00:00
806542213899489280,10771,2538,2016-12-07 16:53:43+00:00
806242860592926720,0,12585,2016-12-06 21:04:11+00:00
806219024703037440,6783,1284,2016-12-06 19:29:28+00:00
805958939288408065,0,5806,2016-12-06 02:15:59+00:00
805932879469572096,8724,2064,2016-12-06 00:32:26+00:00
805826884734976000,6939,1975,2016-12-05 17:31:15+00:00
805823200554876929,0,8675,2016-12-05 17:16:37+00:00
805520635690676224,6067,1776,2016-12-04 21:14:20+00:00
805487436403003392,9266,2736,2016-12-04 19:02:24+00:00
805207613751304193,8218,1837,2016-12-04 00:30:29+00:00
804738756058218496,14467,4137,2016-12-02 17:27:25+00:00
804475857670639616,6474,2165,2016-12-02 00:02:45+00:00
804413760345620481,0,3480,2016-12-01 19:56:00+00:00
804026241225523202,47023,17497,2016-11-30 18:16:08+00:00
803773340896923648,10598,2980,2016-11-30 01:31:12+00:00
803692223237865472,0,8021,2016-11-29 20:08:52+00:00
803638050916102144,11560,4445,2016-11-29 16:33:36+00:00
803380650405482500,8181,2000,2016-11-28 23:30:47+00:00
803321560782307329,0,5720,2016-11-28 19:35:59+00:00
803276597545603072,10581,2652,2016-11-28 16:37:19+00:00
802952499103731712,9540,2166,2016-11-27 19:09:28+00:00
802624713319034886,0,3151,2016-11-26 21:26:58+00:00
802600418706604034,7507,1589,2016-11-26 19:50:26+00:00
802572683846291456,9438,2690,2016-11-26 18:00:13+00:00
802323869084381190,17116,6293,2016-11-26 01:31:31+00:00
802265048156610565,6970,1474,2016-11-25 21:37:47+00:00
802239329049477120,9563,2823,2016-11-25 19:55:35+00:00
802185808107208704,0,285,2016-11-25 16:22:55+00:00
801958328846974976,8149,1845,2016-11-25 01:18:59+00:00
801854953262350336,1864,250,2016-11-24 18:28:13+00:00
801538201127157760,8653,2216,2016-11-23 21:29:33+00:00
801285448605831168,6382,896,2016-11-23 04:45:12+00:00
801167903437357056,25869,6395,2016-11-22 20:58:07+00:00
801127390143516673,0,4273,2016-11-22 18:17:08+00:00
801115127852503040,8533,2257,2016-11-22 17:28:25+00:00
800859414831898624,727,102,2016-11-22 00:32:18+00:00
800855607700029440,0,1757,2016-11-22 00:17:10+00:00
800751577355128832,11097,2992,2016-11-21 17:23:47+00:00
800513324630806528,13872,3247,2016-11-21 01:37:04+00:00
800459316964663297,10010,2329,2016-11-20 22:02:27+00:00
800443802682937345,0,4651,2016-11-20 21:00:48+00:00
800388270626521089,11776,3032,2016-11-20 17:20:08+00:00
800188575492947969,0,4261,2016-11-20 04:06:37+00:00
800141422401830912,16173,2766,2016-11-20 00:59:15+00:00
800018252395122689,29963,14225,2016-11-19 16:49:49+00:00
799774291445383169,0,5045,2016-11-19 00:40:24+00:00
799757965289017345,8860,2333,2016-11-18 23:35:32+00:00
799422933579902976,8500,2065,2016-11-18 01:24:14+00:00
799308762079035393,0,5952,2016-11-17 17:50:33+00:00
799297110730567681,10448,2984,2016-11-17 17:04:16+00:00
799063482566066176,8522,2662,2016-11-17 01:35:54+00:00
798933969379225600,13859,4826,2016-11-16 17:01:16+00:00
798925684722855936,7862,1534,2016-11-16 16:28:21+00:00
798705661114773508,0,7128,2016-11-16 01:54:03+00:00
798701998996647937,0,8397,2016-11-16 01:39:30+00:00
798697898615730177,0,7007,2016-11-16 01:23:12+00:00
798694562394996736,0,5350,2016-11-16 01:09:57+00:00
798686750113755136,0,2501,2016-11-16 00:38:54+00:00
798682547630837760,0,5087,2016-11-16 00:22:12+00:00
798673117451325440,0,5976,2016-11-15 23:44:44+00:00
798665375516884993,0,4207,2016-11-15 23:13:58+00:00
798644042770751489,0,1999,2016-11-15 21:49:12+00:00
798628517273620480,0,2122,2016-11-15 20:47:30+00:00
798585098161549313,0,6163,2016-11-15 17:54:59+00:00
798576900688019456,0,6307,2016-11-15 17:22:24+00:00
798340744599797760,0,3620,2016-11-15 01:44:00+00:00
798209839306514432,10959,2753,2016-11-14 17:03:50+00:00
797971864723324932,12297,3391,2016-11-14 01:18:12+00:00
797545162159308800,15344,5225,2016-11-12 21:02:38+00:00
797236660651966464,21085,7169,2016-11-12 00:36:46+00:00
797165961484890113,241,28,2016-11-11 19:55:50+00:00
796904159865868288,0,9591,2016-11-11 02:35:32+00:00
796865951799083009,8105,2051,2016-11-11 00:03:42+00:00
796759840936919040,12536,3298,2016-11-10 17:02:03+00:00
796563435802726400,0,7870,2016-11-10 04:01:37+00:00
796484825502875648,8005,1901,2016-11-09 22:49:15+00:00
796387464403357696,11621,4498,2016-11-09 16:22:22+00:00
796177847564038144,0,15455,2016-11-09 02:29:25+00:00
796149749086875649,34136,15455,2016-11-09 00:37:46+00:00
796125600683540480,5228,1928,2016-11-08 23:01:49+00:00
796116448414461957,9617,2606,2016-11-08 22:25:27+00:00
796080075804475393,8941,2501,2016-11-08 20:00:55+00:00
796031486298386433,11429,3972,2016-11-08 16:47:50+00:00
795464331001561088,52570,25704,2016-11-07 03:14:10+00:00
795400264262053889,10658,3102,2016-11-06 22:59:35+00:00
795076730285391872,17143,5864,2016-11-06 01:33:58+00:00
794983741416415232,0,3645,2016-11-05 19:24:28+00:00
794926597468000259,10855,2487,2016-11-05 15:37:24+00:00
794355576146903043,0,11104,2016-11-04 01:48:22+00:00
794332329137291264,10114,2868,2016-11-04 00:15:59+00:00
794205286408003585,9740,3572,2016-11-03 15:51:10+00:00
793962221541933056,17763,5273,2016-11-02 23:45:19+00:00
793845145112371200,9734,2026,2016-11-02 16:00:06+00:00
793614319594401792,0,3363,2016-11-02 00:42:53+00:00
793601777308463104,8428,1755,2016-11-01 23:53:02+00:00
793500921481273345,11298,2565,2016-11-01 17:12:16+00:00
793286476301799424,25990,9926,2016-11-01 03:00:09+00:00
793271401113350145,9153,2563,2016-11-01 02:00:14+00:00
793256262322548741,21131,9010,2016-11-01 01:00:05+00:00
793241302385262592,11103,3535,2016-11-01 00:00:38+00:00
793226087023144960,10398,3097,2016-10-31 23:00:11+00:00
793210959003287553,9435,3028,2016-10-31 22:00:04+00:00
793195938047070209,16144,6079,2016-10-31 21:00:23+00:00
793180763617361921,7331,2147,2016-10-31 20:00:05+00:00
793165685325201412,9949,2995,2016-10-31 19:00:10+00:00
793150605191548928,6527,1830,2016-10-31 18:00:14+00:00
793135492858580992,6821,2688,2016-10-31 17:00:11+00:00
793120401413079041,13407,4217,2016-10-31 16:00:13+00:00
792913359805018113,15150,4326,2016-10-31 02:17:31+00:00
792883833364439040,11942,4617,2016-10-31 00:20:11+00:00
792773781206999040,7749,1807,2016-10-30 17:02:53+00:00
792394556390137856,14208,4631,2016-10-29 15:55:58+00:00
792050063153438720,7569,1947,2016-10-28 17:07:05+00:00
791821351946420224,0,22685,2016-10-28 01:58:16+00:00
791784077045166082,0,10378,2016-10-27 23:30:09+00:00
791780927877898241,0,4122,2016-10-27 23:17:38+00:00
791774931465953280,47666,23955,2016-10-27 22:53:48+00:00
791672322847637504,12395,3363,2016-10-27 16:06:04+00:00
791406955684368384,13835,4444,2016-10-26 22:31:36+00:00
791312159183634433,9284,2739,2016-10-26 16:14:55+00:00
791026214425268224,0,4442,2016-10-25 21:18:40+00:00
790987426131050500,10412,2306,2016-10-25 18:44:32+00:00
790946055508652032,17550,5047,2016-10-25 16:00:09+00:00
790723298204217344,0,2497,2016-10-25 01:14:59+00:00
790698755171364864,8660,2063,2016-10-24 23:37:28+00:00
790581949425475584,21821,7757,2016-10-24 15:53:19+00:00
790337589677002753,8253,2009,2016-10-23 23:42:19+00:00
790277117346975746,13257,3431,2016-10-23 19:42:02+00:00
790227638568808452,0,3858,2016-10-23 16:25:25+00:00
789986466051088384,9749,2497,2016-10-23 00:27:05+00:00
789960241177853952,0,4452,2016-10-22 22:42:52+00:00
789903600034189313,10947,4445,2016-10-22 18:57:48+00:00
789628658055020548,7926,1919,2016-10-22 00:45:17+00:00
789599242079838210,7141,2086,2016-10-21 22:48:24+00:00
789530877013393408,12423,3645,2016-10-21 18:16:44+00:00
789314372632018944,9099,2486,2016-10-21 03:56:25+00:00
789280767834746880,0,5334,2016-10-21 01:42:53+00:00
789268448748703744,9620,2795,2016-10-21 00:53:56+00:00
789137962068021249,10233,3012,2016-10-20 16:15:26+00:00
788908386943430656,28907,13340,2016-10-20 01:03:11+00:00
788765914992902144,28935,11104,2016-10-19 15:37:03+00:00
788552643979468800,0,7758,2016-10-19 01:29:35+00:00
788412144018661376,16431,5707,2016-10-18 16:11:17+00:00
788178268662984705,7623,2281,2016-10-18 00:41:57+00:00
788150585577050112,6474,1404,2016-10-17 22:51:57+00:00
788070120937619456,0,3688,2016-10-17 17:32:13+00:00
788039637453406209,6468,1423,2016-10-17 15:31:05+00:00
787810552592695296,9149,3294,2016-10-17 00:20:47+00:00
787717603741622272,10776,3001,2016-10-16 18:11:26+00:00
787397959788929025,11444,3052,2016-10-15 21:01:17+00:00
787322443945877504,8213,1884,2016-10-15 16:01:13+00:00
787111942498508800,0,7259,2016-10-15 02:04:45+00:00
786963064373534720,28041,8583,2016-10-14 16:13:10+00:00
786729988674449408,0,2587,2016-10-14 00:47:00+00:00
786709082849828864,19193,6561,2016-10-13 23:23:56+00:00
786664955043049472,11209,2750,2016-10-13 20:28:35+00:00
786595970293370880,9915,3339,2016-10-13 15:54:28+00:00
786363235746385920,11486,3770,2016-10-13 00:29:39+00:00
786286427768250368,8396,3082,2016-10-12 19:24:27+00:00
786233965241827333,16102,5133,2016-10-12 15:55:59+00:00
786051337297522688,1507,165,2016-10-12 03:50:17+00:00
786036967502913536,0,7601,2016-10-12 02:53:11+00:00
785927819176054784,11983,3405,2016-10-11 19:39:28+00:00
785872687017132033,7038,1956,2016-10-11 16:00:24+00:00
785639753186217984,8230,2390,2016-10-11 00:34:48+00:00
785533386513321988,9583,2156,2016-10-10 17:32:08+00:00
785515384317313025,6420,1352,2016-10-10 16:20:36+00:00
785264754247995392,7648,1757,2016-10-09 23:44:41+00:00
785170936622350336,12698,5221,2016-10-09 17:31:53+00:00
784826020293709826,10663,3480,2016-10-08 18:41:19+00:00
784517518371221505,9424,2729,2016-10-07 22:15:26+00:00
784431430411685888,5995,1381,2016-10-07 16:33:21+00:00
784183165795655680,21180,8675,2016-10-07 00:06:50+00:00
784057939640352768,31443,11974,2016-10-06 15:49:14+00:00
783839966405230592,31620,11614,2016-10-06 01:23:05+00:00
783821107061198850,7739,2104,2016-10-06 00:08:09+00:00
783695101801398276,10978,3467,2016-10-05 15:47:27+00:00
783466772167098368,8894,2416,2016-10-05 00:40:09+00:00
783391753726550016,17742,5914,2016-10-04 19:42:03+00:00
783347506784731136,0,6013,2016-10-04 16:46:14+00:00
783334639985389568,30712,12585,2016-10-04 15:55:06+00:00
783085703974514689,8566,2380,2016-10-03 23:25:55+00:00
782969140009107456,25378,7883,2016-10-03 15:42:44+00:00
782747134529531904,7863,1503,2016-10-03 01:00:34+00:00
782722598790725632,18165,5806,2016-10-02 23:23:04+00:00
782598640137187329,8190,2012,2016-10-02 15:10:30+00:00
782305867769217024,17517,5985,2016-10-01 19:47:08+00:00
782021823840026624,0,6676,2016-10-01 00:58:26+00:00
781955203444699136,11686,3607,2016-09-30 20:33:43+00:00
781661882474196992,10972,2908,2016-09-30 01:08:10+00:00
781655249211752448,4202,1203,2016-09-30 00:41:48+00:00
781524693396357120,21818,5962,2016-09-29 16:03:01+00:00
781308096455073793,7495,2731,2016-09-29 01:42:20+00:00
781251288990355457,8865,2247,2016-09-28 21:56:36+00:00
781163403222056960,10278,2936,2016-09-28 16:07:23+00:00
780931614150983680,22734,7870,2016-09-28 00:46:20+00:00
780858289093574656,7554,2150,2016-09-27 19:54:58+00:00
780800785462489090,5782,1400,2016-09-27 16:06:28+00:00
780601303617732608,12711,3579,2016-09-27 02:53:48+00:00
780543529827336192,6618,1854,2016-09-26 23:04:13+00:00
780496263422808064,0,3971,2016-09-26 19:56:24+00:00
780476555013349377,0,122,2016-09-26 18:38:05+00:00
780459368902959104,5552,1147,2016-09-26 17:29:48+00:00
780192070812196864,9130,2396,2016-09-25 23:47:39+00:00
780092040432480260,0,2463,2016-09-25 17:10:10+00:00
780074436359819264,12849,5359,2016-09-25 16:00:13+00:00
779834332596887552,19918,7601,2016-09-25 00:06:08+00:00
779377524342161408,9262,3346,2016-09-23 17:50:56+00:00
779124354206535695,0,19744,2016-09-23 01:04:56+00:00
779123168116150273,12403,3919,2016-09-23 01:00:13+00:00
779056095788752897,15527,4851,2016-09-22 20:33:42+00:00
778990705243029504,20993,7768,2016-09-22 16:13:51+00:00
778774459159379968,0,10671,2016-09-22 01:54:34+00:00
778764940568104960,906,392,2016-09-22 01:16:45+00:00
778748913645780993,7236,1423,2016-09-22 00:13:04+00:00
778650543019483137,6052,1611,2016-09-21 17:42:10+00:00
778624900596654080,4867,1082,2016-09-21 16:00:17+00:00
778408200802557953,14324,4661,2016-09-21 01:39:11+00:00
778396591732486144,0,13095,2016-09-21 00:53:04+00:00
778383385161035776,6136,1187,2016-09-21 00:00:35+00:00
778286810187399168,10904,3526,2016-09-20 17:36:50+00:00
778039087836069888,8889,2816,2016-09-20 01:12:28+00:00
778027034220126208,6870,1731,2016-09-20 00:24:34+00:00
777953400541634568,0,3787,2016-09-19 19:31:59+00:00
777885040357281792,6665,1759,2016-09-19 15:00:20+00:00
777684233540206592,11782,3151,2016-09-19 01:42:24+00:00
777641927919427584,0,4540,2016-09-18 22:54:18+00:00
777621514455814149,9190,2665,2016-09-18 21:33:11+00:00
777189768882946048,14998,4624,2016-09-17 16:57:35+00:00
776819012571455488,0,14735,2016-09-16 16:24:19+00:00
776813020089548800,5113,1298,2016-09-16 16:00:31+00:00
776477788987613185,9264,2987,2016-09-15 17:48:25+00:00
776249906839351296,0,9776,2016-09-15 02:42:54+00:00
776218204058357768,31451,17102,2016-09-15 00:36:55+00:00
776201521193218049,10071,2701,2016-09-14 23:30:38+00:00
776113305656188928,12317,4651,2016-09-14 17:40:06+00:00
776088319444877312,1917,161,2016-09-14 16:00:49+00:00
775898661951791106,0,17596,2016-09-14 03:27:11+00:00
775842724423557120,12275,2858,2016-09-13 23:44:54+00:00
775733305207554048,14523,4273,2016-09-13 16:30:07+00:00
775729183532220416,13549,4888,2016-09-13 16:13:44+00:00
775364825476165632,7771,3179,2016-09-12 16:05:54+00:00
775350846108426240,10646,4171,2016-09-12 15:10:21+00:00
775085132600442880,16303,5045,2016-09-11 21:34:30+00:00
774757898236878852,8970,1895,2016-09-10 23:54:11+00:00
774639387460112384,7040,1849,2016-09-10 16:03:16+00:00
774314403806253056,22821,5952,2016-09-09 18:31:54+00:00
773985732834758656,11230,4145,2016-09-08 20:45:53+00:00
773922284943896577,6701,1853,2016-09-08 16:33:46+00:00
773704687002451968,6911,1735,2016-09-08 02:09:06+00:00
773670353721753600,5571,1389,2016-09-07 23:52:41+00:00
773547596996571136,23141,6595,2016-09-07 15:44:53+00:00
773336787167145985,0,5431,2016-09-07 01:47:12+00:00
773308824254029826,24369,7975,2016-09-06 23:56:05+00:00
773247561583001600,9863,3446,2016-09-06 19:52:39+00:00
773191612633579521,10470,4397,2016-09-06 16:10:20+00:00
772877495989305348,8969,4133,2016-09-05 19:22:09+00:00
772826264096874500,8389,2497,2016-09-05 15:58:34+00:00
772615324260794368,0,3601,2016-09-05 02:00:22+00:00
772581559778025472,6785,1807,2016-09-04 23:46:12+00:00
772193107915964416,6320,1484,2016-09-03 22:02:38+00:00
772152991789019136,3968,1195,2016-09-03 19:23:13+00:00
772117678702071809,3937,788,2016-09-03 17:02:54+00:00
772114945936949249,2840,502,2016-09-03 16:52:02+00:00
772102971039580160,4196,994,2016-09-03 16:04:27+00:00
771908950375665664,6885,2024,2016-09-03 03:13:29+00:00
771770456517009408,12558,3620,2016-09-02 18:03:10+00:00
771500966810099713,8656,2802,2016-09-02 00:12:18+00:00
771380798096281600,10988,5431,2016-09-01 16:14:48+00:00
771171053431250945,0,8067,2016-09-01 02:21:21+00:00
771136648247640064,9582,3122,2016-09-01 00:04:38+00:00
771102124360998913,6536,1533,2016-08-31 21:47:27+00:00
771014301343748096,7174,1753,2016-08-31 15:58:28+00:00
771004394259247104,0,231,2016-08-31 15:19:06+00:00
770787852854652928,5164,1293,2016-08-31 00:58:39+00:00
770772759874076672,5424,1506,2016-08-30 23:58:40+00:00
770655142660169732,7658,1861,2016-08-30 16:11:18+00:00
770414278348247044,6588,2206,2016-08-30 00:14:12+00:00
770293558247038976,6518,1593,2016-08-29 16:14:30+00:00
770093767776997377,0,3246,2016-08-29 03:00:36+00:00
770069151037685760,7913,2440,2016-08-29 01:22:47+00:00
769940425801170949,32853,10265,2016-08-28 16:51:16+00:00
769695466921623552,6681,1763,2016-08-28 00:37:54+00:00
769335591808995329,0,8197,2016-08-27 00:47:53+00:00
769212283578875904,5653,1827,2016-08-26 16:37:54+00:00
768970937022709760,15079,6968,2016-08-26 00:38:52+00:00
768909767477751808,0,2866,2016-08-25 20:35:48+00:00
768855141948723200,4389,950,2016-08-25 16:58:45+00:00
768609597686943744,4304,1285,2016-08-25 00:43:02+00:00
768596291618299904,5244,1359,2016-08-24 23:50:10+00:00
768554158521745409,0,6211,2016-08-24 21:02:45+00:00
768473857036525572,14244,3645,2016-08-24 15:43:39+00:00
768193404517830656,11386,3787,2016-08-23 21:09:14+00:00
767884188863397888,4970,1489,2016-08-23 00:40:31+00:00
767754930266464257,16753,5720,2016-08-22 16:06:54+00:00
767500508068192258,7816,2489,2016-08-21 23:15:55+00:00
767191397493538821,12817,4041,2016-08-21 02:47:37+00:00
767122157629476866,10588,3028,2016-08-20 22:12:29+00:00
766864461642756096,0,6001,2016-08-20 05:08:29+00:00
766793450729734144,5301,1449,2016-08-20 00:26:19+00:00
766714921925144576,2722,410,2016-08-19 19:14:16+00:00
766693177336135680,4203,844,2016-08-19 17:47:52+00:00
766423258543644672,6290,1697,2016-08-18 23:55:18+00:00
766313316352462849,7079,2003,2016-08-18 16:38:26+00:00
766078092750233600,0,2763,2016-08-18 01:03:45+00:00
766069199026450432,4442,911,2016-08-18 00:28:24+00:00
766008592277377025,3914,527,2016-08-17 20:27:34+00:00
765719909049503744,7552,2280,2016-08-17 01:20:27+00:00
765669560888528897,5426,1293,2016-08-16 22:00:23+00:00
765395769549590528,27647,3616,2016-08-16 03:52:26+00:00
765371061932261376,7402,2298,2016-08-16 02:14:15+00:00
765222098633691136,12121,3601,2016-08-15 16:22:20+00:00
764857477905154048,6714,1886,2016-08-14 16:13:27+00:00
764259802650378240,6303,1609,2016-08-13 00:38:30+00:00
763956972077010945,781,58,2016-08-12 04:35:10+00:00
763837565564780549,13144,4442,2016-08-11 20:40:41+00:00
763183847194451968,5620,1568,2016-08-10 01:23:03+00:00
763167063695355904,0,3202,2016-08-10 00:16:21+00:00
763103485927849985,7684,2434,2016-08-09 20:03:43+00:00
762699858130116608,12693,3858,2016-08-08 17:19:51+00:00
762471784394268675,11759,6862,2016-08-08 02:13:34+00:00
762464539388485633,10753,4452,2016-08-08 01:44:46+00:00
762316489655476224,5012,1197,2016-08-07 15:56:28+00:00
762035686371364864,33339,16605,2016-08-06 21:20:40+00:00
761976711479193600,5628,2148,2016-08-06 17:26:19+00:00
761750502866649088,0,4181,2016-08-06 02:27:27+00:00
761745352076779520,4443,913,2016-08-06 02:06:59+00:00
761672994376806400,51729,30859,2016-08-05 21:19:27+00:00
761599872357261312,4295,1249,2016-08-05 16:28:54+00:00
761371037149827077,0,19110,2016-08-05 01:19:35+00:00
761334018830917632,5422,1542,2016-08-04 22:52:29+00:00
761292947749015552,4655,1166,2016-08-04 20:09:17+00:00
761227390836215808,5537,1654,2016-08-04 15:48:47+00:00
761004547850530816,11812,3688,2016-08-04 01:03:17+00:00
760893934457552897,3981,1030,2016-08-03 17:43:45+00:00
760656994973933572,6904,2034,2016-08-03 02:02:14+00:00
760641137271070720,5166,1369,2016-08-03 00:59:13+00:00
760539183865880579,7903,3858,2016-08-02 18:14:06+00:00
760521673607086080,4404,1481,2016-08-02 17:04:31+00:00
760290219849637889,27976,12202,2016-08-02 01:44:48+00:00
760252756032651264,4112,919,2016-08-01 23:15:56+00:00
760190180481531904,5939,1919,2016-08-01 19:07:17+00:00
760153949710192640,0,32,2016-08-01 16:43:19+00:00
759943073749200896,6178,2212,2016-08-01 02:45:22+00:00
759923798737051648,15265,6001,2016-08-01 01:28:46+00:00
759846353224826880,6992,2103,2016-07-31 20:21:02+00:00
759793422261743616,6209,2020,2016-07-31 16:50:42+00:00
759566828574212096,0,22430,2016-07-31 01:50:18+00:00
759557299618865152,4895,1244,2016-07-31 01:12:26+00:00
759447681597108224,8853,2587,2016-07-30 17:56:51+00:00
759446261539934208,1740,516,2016-07-30 17:51:13+00:00
759197388317847553,6303,2069,2016-07-30 01:22:17+00:00
759159934323924993,0,1233,2016-07-29 22:53:27+00:00
759099523532779520,15123,4422,2016-07-29 18:53:24+00:00
759047813560868866,6760,2147,2016-07-29 15:27:55+00:00
758854675097526272,3694,953,2016-07-29 02:40:28+00:00
758828659922702336,11648,4065,2016-07-29 00:57:05+00:00
758740312047005698,5961,1703,2016-07-28 19:06:01+00:00
758474966123810816,3978,1054,2016-07-28 01:31:38+00:00
758467244762497024,5001,2361,2016-07-28 01:00:57+00:00
758405701903519748,5411,2044,2016-07-27 20:56:24+00:00
758355060040593408,3559,1154,2016-07-27 17:35:10+00:00
758099635764359168,19957,10671,2016-07-27 00:40:12+00:00
758041019896193024,2812,398,2016-07-26 20:47:17+00:00
757741869644341248,7163,3447,2016-07-26 00:58:34+00:00
757729163776290825,0,8594,2016-07-26 00:08:05+00:00
757725642876129280,4712,1289,2016-07-25 23:54:05+00:00
757611664640446465,4747,1181,2016-07-25 16:21:11+00:00
757597904299253760,0,312,2016-07-25 15:26:30+00:00
757596066325864448,4511,1122,2016-07-25 15:19:12+00:00
757400162377592832,15760,7252,2016-07-25 02:20:45+00:00
757393109802180609,6056,1850,2016-07-25 01:52:43+00:00
757354760399941633,4694,1514,2016-07-24 23:20:20+00:00
756998049151549440,6535,2103,2016-07-23 23:42:53+00:00
756939218950160384,6904,2126,2016-07-23 19:49:07+00:00
756651752796094464,5257,1383,2016-07-23 00:46:50+00:00
756526248105566208,10825,3822,2016-07-22 16:28:07+00:00
756303284449767430,4101,1152,2016-07-22 01:42:09+00:00
756288534030475264,44586,18489,2016-07-22 00:43:32+00:00
756275833623502848,6683,1610,2016-07-21 23:53:04+00:00
755955933503782912,7622,3065,2016-07-21 02:41:54+00:00
755206590534418437,17117,5708,2016-07-19 01:04:16+00:00
755110668769038337,22095,11756,2016-07-18 18:43:07+00:00
754874841593970688,0,8483,2016-07-18 03:06:01+00:00
754856583969079297,7155,2680,2016-07-18 01:53:28+00:00
754747087846248448,2678,551,2016-07-17 18:38:22+00:00
754482103782404096,5521,2070,2016-07-17 01:05:25+00:00
754449512966619136,3900,773,2016-07-16 22:55:55+00:00
754120377874386944,8169,2479,2016-07-16 01:08:03+00:00
753655901052166144,6067,2293,2016-07-14 18:22:23+00:00
753420520834629632,8244,3784,2016-07-14 02:47:04+00:00
753398408988139520,5998,2034,2016-07-14 01:19:12+00:00
753375668877008896,7933,2463,2016-07-13 23:48:51+00:00
753298634498793472,0,6096,2016-07-13 18:42:44+00:00
753294487569522689,3515,1108,2016-07-13 18:26:16+00:00
753039830821511168,38624,22174,2016-07-13 01:34:21+00:00
753026973505581056,4053,1035,2016-07-13 00:43:15+00:00
752932432744185856,13126,7259,2016-07-12 18:27:35+00:00
752917284578922496,7172,1667,2016-07-12 17:27:23+00:00
752701944171524096,0,3066,2016-07-12 03:11:42+00:00
752682090207055872,6219,1697,2016-07-12 01:52:49+00:00
752660715232722944,4568,1663,2016-07-12 00:27:52+00:00
752568224206688256,5739,2421,2016-07-11 18:20:21+00:00
752519690950500352,7657,3658,2016-07-11 15:07:30+00:00
752334515931054080,3958,1170,2016-07-11 02:51:40+00:00
752309394570878976,0,17689,2016-07-11 01:11:51+00:00
752173152931807232,6180,1947,2016-07-10 16:10:29+00:00
751950017322246144,3188,985,2016-07-10 01:23:49+00:00
751937170840121344,5403,1429,2016-07-10 00:32:46+00:00
751830394383790080,6015,2065,2016-07-09 17:28:29+00:00
751793661361422336,6071,3077,2016-07-09 15:02:31+00:00
751598357617971201,8208,3218,2016-07-09 02:06:27+00:00
751583847268179968,4567,1171,2016-07-09 01:08:47+00:00
